Go.	Va !
Do you plan to go overseas?	Prévois-tu de te rendre à l'étranger ?
Do you plan to go overseas?	Prévois-tu de te rendre outre-mer ?
Do you plan to go overseas?	Prévoyez-vous de vous rendre outre-mer ?
Do you pluck your eyebrows?	T'épiles-tu les sourcils ?
Do you pluck your eyebrows?	Vous épilez-vous les sourcils ?
Do you prefer meat or fish?	Préférez-vous la viande ou le poisson ?
Do you really want to help?	Veux-tu vraiment aider ?
Do you really want to help?	Voulez-vous vraiment aider ?
Do you really want to know?	Veux-tu vraiment savoir ?
Do you really want to know?	Tiens-tu à le savoir ?
Do you really want to know?	Veux-tu vraiment le savoir ?
Do you really want to know?	Voulez-vous vraiment le savoir ?
Do you really want to know?	Voulez-vous vraiment savoir ?
Do you really want to know?	Tenez-vous à le savoir ?
Do you recognize that girl?	Reconnais-tu cette fille ?
Do you recognize that girl?	Reconnaissez-vous cette fille ?
Do you remember how we met?	Te rappelles-tu comment nous nous sommes rencontrés ?
Do you remember how we met?	Te rappelles-tu comment nous nous sommes rencontrées ?
Do you remember how we met?	Vous rappelez-vous comment nous nous sommes rencontrés ?
Do you remember how we met?	Vous rappelez-vous comment nous nous sommes rencontrées ?
Do you remember what to do?	Te rappelles-tu quoi faire ?
Do you remember what to do?	Vous rappelez-vous quoi faire ?
Do you talk to your plants?	Parles-tu à tes plantes ?
Do you think I want to die?	Pensez-vous que je veuille mourir ?
Do you think I want to die?	Penses-tu que je veuille mourir ?
Do you think he's sensible?	Crois-tu qu'il est sensé ?
Do you think it's my fault?	Pensez-vous que ce soit de ma faute ?
Do you think it's my fault?	Penses-tu que ce soit de ma faute ?
Do you think it's possible?	Tu penses que c'est possible ?
Do you think it's possible?	Pensez-vous que cela soit possible ?
Do you want a drink or not?	Voulez-vous un verre ou pas ?
Do you want a drink or not?	Veux-tu un verre ou pas ?
Do you want help with that?	Veux-tu de l'aide pour ça ?
Do you want help with that?	Voulez-vous de l'aide pour ça ?
Do you want me to be happy?	Veux-tu que je sois heureux ?
Do you want me to be happy?	Veux-tu que je sois heureuse ?
Do you want me to be happy?	Voulez-vous que je sois heureux ?
Do you want me to be happy?	Voulez-vous que je sois heureuse ?
Do you want me to help you?	Veux-tu que je t'aide ?
Do you want me to help you?	Voulez-vous que je vous aide ?
Do you want some breakfast?	Voulez-vous un petit-déjeuner ?
Do you want some breakfast?	Veux-tu un petit-déjeuner ?
Do you want that warmed up?	Voulez-vous que je réchauffe cela ?
Do you want that warmed up?	Veux-tu que je réchauffe cela ?
Do you want to be left out?	Veux-tu qu'on te laisse en dehors de ça ?
Do you want to be left out?	Voulez-vous qu'on vous laisse en dehors de ça ?
Do you want to bet on that?	Voulez-vous parier là-dessus ?
Do you want to bet on that?	Veux-tu parier là-dessus ?
Do you want to do it again?	Veux-tu le faire encore ?
Do you want to do it again?	Voulez-vous le faire encore ?
Do you want to do this now?	Voulez-vous le faire maintenant ?
Do you want to do this now?	Veux-tu le faire maintenant ?
Do you want to do this now?	Veux-tu, toi, le faire maintenant ?
Do you want to do this now?	Voulez-vous, vous, le faire maintenant ?
Do you want to grab dinner?	Veux-tu prendre à déjeuner ?
Do you want to make a deal?	Voulez-vous passer un accord ?
Do you want to make a deal?	Veux-tu passer un accord ?
Do you want to make a deal?	Voulez-vous passer un marché ?
Do you want to make a deal?	Veux-tu passer un marché ?
Do you want to say goodbye?	Veux-tu dire au revoir ?
Do you want to say goodbye?	Voulez-vous dire au revoir ?
Do you want to see my room?	Voulez-vous voir ma chambre ?
Do you want us to call you?	Veux-tu que nous t'appelions ?
Do you want us to call you?	Voulez-vous que nous vous appelions ?
Do you want your coat back?	Voulez-vous qu'on vous rende votre manteau ?
Do you want your coat back?	Veux-tu qu'on te rende ton manteau ?
Do you weigh more than Tom?	Est-ce que vous pesez plus que Tom ?
Do you weigh more than Tom?	Est-ce que tu pèses plus que Tom ?
Do you weigh more than Tom?	Pesez-vous plus que Tom ?
Do you weigh more than Tom?	Pèses-tu plus que Tom ?
Do you write short stories?	Écris-tu des nouvelles ?
Do you write short stories?	Écrivez-vous des nouvelles ?
Do your best in everything.	Donne en tout le meilleur de toi.
Do your best in everything.	Donnez en tout le meilleur de vous.
Do your homework right now.	Fais tes devoirs immédiatement.
Doctors removed the bullet.	Les médecins ont extrait la balle.
Does Tom know Mary is here?	Tom sait-il que Mary est ici ?
Does anybody need anything?	Quiconque a-t-il besoin de quoi que ce soit ?
Does anyone else hear that?	Est-ce que quelqu'un d'autre entend ça ?
Does anyone else hear that?	Quelqu'un d'autre entend-il cela ?
Does anyone speak Japanese?	Quiconque parle-t-il le japonais ?
Does he want to look at it?	Veut-il y jeter un œil ?
Does he want to look at it?	Veut-il le regarder ?
Does it hurt when you chew?	Cela fait-il mal lorsque vous mâchez ?
Does it hurt when you chew?	Cela fait-il mal lorsque tu mâches ?
Does that mean you'll stay?	Cela signifie-t-il que vous resterez ?
Does that mean you'll stay?	Cela signifie-t-il que tu resteras ?
Does that seem fair to you?	Cela te semble-t-il juste ?
Does that seem fair to you?	Cela vous semble-t-il juste ?
Does this make me look fat?	Ceci me fait-il paraître gros ?
Does this make me look fat?	Ceci me fait-il paraître grosse ?
Does this make me look fat?	Ceci me donne-t-il l'air gros ?
Does this make me look fat?	Ceci me donne-t-il l'air grosse ?
Doesn't it ever bother you?	Cela ne vous tracasse-t-il jamais ?
Doesn't it ever bother you?	Cela ne te tracasse-t-il jamais ?
Doing that would be stupid.	Faire cela serait stupide.
Don't I get a goodbye kiss?	N'ai-je pas droit à un baiser d'Adieu ?
Don't act like you know me.	Ne faites pas comme si vous me connaissiez !
Don't act like you know me.	Ne fais pas comme si tu me connaissais !
Don't ask me to explain it.	Ne me demandez pas de l'expliquer !
Don't ask me to explain it.	Ne me demande pas de l'expliquer !
Don't buy things on credit.	N'achète pas de choses à crédit.
Don't buy things on credit.	N'achetez pas de choses à crédit.
Don't cut down those trees.	N'abattez pas ces arbres !
Don't drink too much, okay?	Bois pas trop, ok ?
Don't drink too much, okay?	Ne bois pas trop, d'accord ?
Don't drink too much, okay?	Ne buvez pas trop, d'accord ?
Don't even joke about that.	Ne plaisantez même pas à ce sujet !
Don't even joke about that.	Ne plaisante même pas à ce sujet !
Don't ever lie to me again.	Ne me mens plus jamais.
Don't ever lie to me again.	Ne me mens jamais plus.
Don't ever lie to me again.	Ne me mentez jamais plus.
Don't ever think otherwise.	Ne pensez jamais autrement !
Don't ever think otherwise.	Ne pense jamais autrement !
Don't get on the train yet.	Ne grimpe pas encore dans le train !
Don't get on the train yet.	Ne grimpez pas encore dans le train !
Don't judge me too harshly.	Ne me jugez pas trop sévèrement !
Don't judge me too harshly.	Ne me juge pas trop sévèrement !
Don't judge me too harshly.	Ne me jugez pas trop durement !
Don't judge me too harshly.	Ne me juge pas trop durement !
Don't let Tom frighten you.	Ne laisse pas Tom t'intimider.
Don't let me influence you.	Ne me laissez pas vous influencer !
Don't let me influence you.	Ne me laisse pas t'influencer !
Don't let them go to waste.	Ne les laissez pas être gaspillés !
Don't let them go to waste.	Ne les laissez pas être gaspillées !
Don't let them go to waste.	Ne les laisse pas être gaspillés !
Don't let them go to waste.	Ne les laisse pas être gaspillées !
Don't lose sleep over that.	N'en perds pas le sommeil.
Don't lose sleep over that.	N'en perdez pas le sommeil.
Don't make an enemy of him.	Ne t'en fais pas un ennemi.
Don't make any loud noises.	Ne faites pas le moindre bruit.
Don't make any loud noises.	Ne fais pas le moindre bruit.
Don't make fun of children.	Ne te moque pas des enfants.
Don't make me say it again.	Ne me le faites pas répéter !
Don't make me say it again.	Ne me le fais pas répéter !
Don't make me use this gun.	Ne m'oblige pas à utiliser ce pistolet.
Don't move till I get back.	Ne bouge pas jusqu'à ce que je revienne.
Don't move till I get back.	Ne bougez pas jusqu'à ce que je revienne.
Don't open the present yet.	N'ouvrez pas encore le cadeau !
Don't open the present yet.	N'ouvre pas encore le cadeau !
Don't pay attention to her.	Ne lui prêtez pas attention.
Don't pay attention to her.	Ne lui prête pas attention.
Don't point your gun at me.	Ne pointe pas ton arme dans ma direction.
Don't say a word to anyone.	Ne dis mot à personne.
Don't say a word to anyone.	Ne dites mot à personne.
Don't say a word to anyone.	Ne dis pas un mot à qui que ce soit.
Don't say a word to anyone.	Ne dites pas un mot à qui que ce soit.
Don't send me home, please.	Ne me renvoyez pas chez moi, je vous en prie !
Don't send me home, please.	Ne me renvoie pas chez moi, je t'en prie !
Don't sit down on the sofa.	Ne pas s'asseoir sur le sofa.
Don't sleep in the bathtub.	Ne dors pas dans la baignoire.
Don't spend too much money.	Ne dépense pas trop d'argent.
Don't take it so literally.	Ne le prenez pas aussi littéralement !
Don't take it so literally.	Ne le prends pas aussi littéralement !
Don't take our word for it.	Ne nous croyez pas sur parole.
Don't take our word for it.	Ne nous crois pas sur parole.
Don't take this personally.	Ne le prends pas personnellement !
Don't take this personally.	Ne le prenez pas personnellement !
Don't talk about my family.	Ne parle pas de ma famille !
Don't talk about my family.	Ne parlez pas de ma famille !
Don't talk about my family.	Ne discute pas au sujet de ma famille !
Don't talk about my family.	Ne discutez pas au sujet de ma famille !
Don't talk about my family.	N'évoquez pas ma famille !
Don't talk about my family.	N'évoque pas ma famille !
Don't talk to him about it.	Ne lui en parle pas.
Don't talk to me like that.	Ne me parle pas comme ça.
Don't talk to me like that.	Ne me parlez pas comme ça.
Don't talk to me like that.	Ne me parle pas ainsi !
Don't talk to me like that.	Ne me parlez pas ainsi !
Don't talk to me like this.	Ne me parle pas ainsi !
Don't talk to me like this.	Ne me parlez pas ainsi !
Don't tell me to calm down.	Ne me dites pas de me calmer !
Don't tell me to calm down.	Ne me dis pas de me calmer !
Don't tell me you stole it.	Ne me dis pas que tu l'as volé !
Don't tell me you stole it.	Ne me dis pas que tu l'as volée !
Don't tell me you stole it.	Ne me dites pas que vous l'avez volé !
Don't tell me you stole it.	Ne me dites pas que vous l'avez volée !
Don't trample on the grass.	Ne marche pas sur l'herbe.
Don't try to make me angry.	N'essaie pas de m'énerver.
Don't try to make me angry.	N'essayez pas de m'énerver.
Don't try to make me angry.	N'essaie pas de me mettre en colère.
Don't try to make me angry.	N'essayez pas de me mettre en colère.
Don't walk out on me again.	Ne me lâche pas à nouveau !
Don't walk out on me again.	Ne me lâchez pas à nouveau !
Don't worry about that now.	Ne vous en souciez pas pour le moment !
Don't worry about that now.	Ne t'en soucie pas pour le moment !
Don't worry about that now.	Ne t’inquiète pas à propos de ça maintenant.
Don't worry about the cost.	Ne vous souciez pas du coût !
Don't worry about the cost.	Ne te soucie pas du coût !
Don't worry about the past.	Ne te soucie pas du passé.
Don't worry about the past.	Ne vous souciez pas du passé.
Don't you know who that is?	Ne sais-tu pas qui c'est ?
Don't you know who that is?	Ne savez-vous pas qui c'est ?
Don't you miss your father?	Ton père ne te manque-t-il pas ?
Don't you miss your father?	Votre père ne vous manque-t-il pas ?
Don't you remember my name?	Tu ne te souviens plus comment je m'appelle ?
Don't you remember my name?	Tu ne te souviens pas de mon nom ?
Don't you remember my name?	Ne te souviens-tu pas de mon nom ?
Don't you remember my name?	Ne te rappelles-tu pas mon nom ?
Don't you remember my name?	Ne vous souvenez-vous pas de mon nom ?
Don't you remember my name?	Ne vous rappelez-vous pas mon nom ?
Don't you tell me to relax.	Ne me dites pas de me détendre !
Don't you tell me to relax.	Ne me dis pas de me détendre !
Don't you think it's risky?	Ne pensez-vous pas que ce soit risqué ?
Don't you think it's risky?	Ne penses-tu pas que ce soit risqué ?
Don't you think it's weird?	Tu ne trouves pas que c'est bizarre?
Don't you want to meet Tom?	Ne veux-tu pas rencontrer Tom ?
Don't you want to meet Tom?	Ne voulez-vous pas rencontrer Tom ?
Don't you watch old movies?	Ne regardez-vous pas de vieux films ?
Don't you watch old movies?	Ne regardes-tu pas de vieux films ?
Draw a picture of yourself.	Fais un dessin de toi-même.
Draw a picture of yourself.	Dessinez-vous.
Draw a picture of yourself.	Dessine-toi.
Dreams sometimes come true.	Quelquefois, les rêves deviennent réalité.
Dry your face with a towel.	Essuie ton visage avec une serviette.
Each of them has a bicycle.	Chacun d'eux a un vélo.
Eat whatever food you like.	Mangez ce que vous voulez.
Eat whichever one you like.	Mangez celui qui vous plait.
Eggs are sold by the dozen.	Les œufs sont vendus à la douzaine.
Eggs are sold by the dozen.	Les œufs se vendent à la douzaine.
Either he is wrong or I am.	Soit il a tort, soit c'est moi.
Either he is wrong or I am.	Soit lui ou moi a tort.
Electricity is very useful.	L'électricité est fort utile.
Elephants have long trunks.	Les éléphants ont une longue trompe.
English is not easy for me.	L'anglais n'est pas facile pour moi.
English is not easy for us.	L'anglais n'est pas facile pour nous.
English is not spoken here.	On ne parle pas anglais ici.
Every ship needs a captain.	Tout bateau a besoin d'un capitaine.
Everybody didn't go to bed.	Tout le monde n'est pas allé au lit.
